Request id,Pickup point,Driver id,Status,Request timestamp,Time Slot,Request Date,Request hour,Request Day,Drop timestamp
3328,Airport,50.0,Trip Completed,13-07-2016 12:28:51 PM,Afternoon,2016-07-13,12,Wednesday,13-07-2016 01:10:08 PM
3908,Airport,50.0,Trip Completed,13-07-2016 10:07:15 PM,Night,2016-07-13,22,Wednesday,13-07-2016 11:15:39 PM
4416,City,50.0,Trip Completed,14-07-2016 08:12:46 AM,Early Morning,2016-07-14,8,Thursday,14-07-2016 09:08:19 AM
4966,Airport,50.0,Trip Completed,14-07-2016 06:35:40 PM,Evening,2016-07-14,18,Thursday,14-07-2016 07:19:51 PM
5243,City,50.0,Trip Completed,14-07-2016 09:12:10 PM,Night,2016-07-14,21,Thursday,14-07-2016 10:15:12 PM
5697,City,50.0,Trip Completed,15-07-2016 07:32:38 AM,Early Morning,2016-07-15,7,Friday,15-07-2016 08:12:26 AM
5864,Airport,50.0,Trip Completed,15-07-2016 09:22:59 AM,Morning,2016-07-15,9,Friday,15-07-2016 10:18:31 AM
6530,Airport,50.0,Trip Completed,15-07-2016 08:51:59 PM,Evening,2016-07-15,20,Friday,15-07-2016 09:30:57 PM
686,City,51.0,Trip Completed,11-07-2016 01:44:00 PM,Afternoon,2016-07-11,13,Monday,11-07-2016 02:30:00 PM
777,Airport,51.0,Trip Completed,11-07-2016 04:41:00 PM,Afternoon,2016-07-11,16,Monday,11-07-2016 05:32:00 PM
1455,Airport,51.0,Trip Completed,12-07-2016 04:56:00 AM,Late Night,2016-07-12,4,Tuesday,12-07-2016 05:27:00 AM
1906,Airport,51.0,Trip Completed,12-07-2016 10:38:00 AM,Morning,2016-07-12,10,Tuesday,12-07-2016 11:22:00 AM
2432,Airport,51.0,Trip Completed,12-07-2016 08:15:00 PM,Evening,2016-07-12,20,Tuesday,12-07-2016 08:59:00 PM
2977,Airport,51.0,Trip Completed,13-07-2016 06:52:35 AM,Early Morning,2016-07-13,6,Wednesday,13-07-2016 07:47:34 AM
3964,City,51.0,Trip Completed,13-07-2016 10:53:20 PM,Night,2016-07-13,22,Wednesday,13-07-2016 11:34:07 PM
4182,Airport,51.0,Trip Completed,14-07-2016 05:24:02 AM,Early Morning,2016-07-14,5,Thursday,14-07-2016 06:24:49 AM
4679,City,51.0,Trip Completed,14-07-2016 12:44:59 PM,Afternoon,2016-07-14,12,Thursday,14-07-2016 01:39:06 PM
4997,City,51.0,Trip Completed,14-07-2016 06:57:20 PM,Evening,2016-07-14,18,Thursday,14-07-2016 07:41:29 PM
5600,City,51.0,Trip Completed,15-07-2016 06:09:20 AM,Early Morning,2016-07-15,6,Friday,15-07-2016 07:12:45 AM
5910,Airport,51.0,Trip Completed,15-07-2016 10:00:43 AM,Morning,2016-07-15,10,Friday,15-07-2016 10:52:49 AM
6597,Airport,51.0,Trip Completed,15-07-2016 09:35:04 PM,Night,2016-07-15,21,Friday,15-07-2016 10:21:17 PM
64,City,52.0,Trip Completed,11-07-2016 04:16:00 AM,Late Night,2016-07-11,4,Monday,11-07-2016 05:28:00 AM
687,Airport,52.0,Trip Completed,11-07-2016 01:41:00 PM,Afternoon,2016-07-11,13,Monday,11-07-2016 02:25:00 PM
1625,City,52.0,Trip Completed,12-07-2016 07:01:00 AM,Early Morning,2016-07-12,7,Tuesday,12-07-2016 07:49:00 AM
1958,Airport,52.0,Trip Completed,12-07-2016 11:41:00 AM,Morning,2016-07-12,11,Tuesday,12-07-2016 12:35:00 PM
2160,Airport,52.0,Trip Completed,12-07-2016 05:32:00 PM,Evening,2016-07-12,17,Tuesday,12-07-2016 06:07:00 PM
2517,Airport,52.0,Trip Completed,12-07-2016 09:04:00 PM,Night,2016-07-12,21,Tuesday,12-07-2016 10:20:00 PM
2894,City,52.0,Trip Completed,13-07-2016 06:01:37 AM,Early Morning,2016-07-13,6,Wednesday,13-07-2016 07:13:57 AM
3739,Airport,52.0,Trip Completed,13-07-2016 08:21:38 PM,Evening,2016-07-13,20,Wednesday,13-07-2016 09:06:29 PM
4737,City,52.0,Trip Completed,14-07-2016 02:37:56 PM,Afternoon,2016-07-14,14,Thursday,14-07-2016 03:47:44 PM
5064,Airport,52.0,Trip Completed,14-07-2016 07:28:03 PM,Evening,2016-07-14,19,Thursday,14-07-2016 08:34:00 PM
313,City,53.0,Trip Completed,11-07-2016 07:26:00 AM,Early Morning,2016-07-11,7,Monday,11-07-2016 08:35:00 AM
2107,City,53.0,Trip Completed,12-07-2016 04:18:00 PM,Afternoon,2016-07-12,16,Tuesday,12-07-2016 05:14:00 PM
2819,City,53.0,Trip Completed,13-07-2016 05:12:03 AM,Early Morning,2016-07-13,5,Wednesday,13-07-2016 06:23:03 AM
2932,Airport,53.0,Trip Completed,13-07-2016 06:28:49 AM,Early Morning,2016-07-13,6,Wednesday,13-07-2016 07:11:44 AM
3593,City,53.0,Trip Completed,13-07-2016 06:34:17 PM,Evening,2016-07-13,18,Wednesday,13-07-2016 07:27:56 PM
4760,City,53.0,Trip Completed,14-07-2016 03:19:28 PM,Afternoon,2016-07-14,15,Thursday,14-07-2016 04:37:19 PM
6681,Airport,53.0,Trip Completed,15-07-2016 10:32:05 PM,Night,2016-07-15,22,Friday,15-07-2016 11:34:39 PM
234,City,54.0,Trip Completed,11-07-2016 06:27:00 AM,Early Morning,2016-07-11,6,Monday,11-07-2016 07:23:00 AM
425,Airport,54.0,Trip Completed,11-07-2016 08:48:00 AM,Early Morning,2016-07-11,8,Monday,11-07-2016 09:34:00 AM
1528,City,54.0,Trip Completed,12-07-2016 05:58:00 AM,Early Morning,2016-07-12,5,Tuesday,12-07-2016 06:33:00 AM
1671,Airport,54.0,Trip Completed,12-07-2016 07:41:00 AM,Early Morning,2016-07-12,7,Tuesday,12-07-2016 08:50:00 AM
2223,City,54.0,Trip Completed,12-07-2016 06:07:00 PM,Evening,2016-07-12,18,Tuesday,12-07-2016 07:12:00 PM
3268,Airport,54.0,Trip Completed,13-07-2016 10:27:35 AM,Morning,2016-07-13,10,Wednesday,13-07-2016 11:31:51 AM
3530,Airport,54.0,Trip Completed,13-07-2016 05:53:27 PM,Evening,2016-07-13,17,Wednesday,13-07-2016 06:43:17 PM
4765,Airport,54.0,Trip Completed,14-07-2016 03:36:30 PM,Afternoon,2016-07-14,15,Thursday,14-07-2016 04:41:07 PM
531,City,55.0,Trip Completed,11-07-2016 10:01:00 AM,Morning,2016-07-11,10,Monday,11-07-2016 10:36:00 AM
1721,City,55.0,Trip Completed,12-07-2016 08:10:00 AM,Early Morning,2016-07-12,8,Tuesday,12-07-2016 08:47:00 AM
2665,Airport,55.0,Trip Completed,12-07-2016 11:30:00 PM,Night,2016-07-12,23,Tuesday,13-07-2016 12:37:17 AM
2951,City,55.0,Trip Completed,13-07-2016 06:40:10 AM,Early Morning,2016-07-13,6,Wednesday,13-07-2016 07:41:17 AM
3786,Airport,55.0,Trip Completed,13-07-2016 08:47:32 PM,Evening,2016-07-13,20,Wednesday,13-07-2016 09:35:51 PM
4049,City,55.0,Trip Completed,14-07-2016 01:03:12 AM,Late Night,2016-07-14,1,Thursday,14-07-2016 02:26:06 AM
4079,Airport,55.0,Trip Completed,14-07-2016 02:31:51 AM,Late Night,2016-07-14,2,Thursday,14-07-2016 03:33:26 AM
4233,Airport,55.0,Trip Completed,14-07-2016 05:51:41 AM,Early Morning,2016-07-14,5,Thursday,14-07-2016 06:58:26 AM
4884,Airport,55.0,Trip Completed,14-07-2016 05:53:38 PM,Evening,2016-07-14,17,Thursday,14-07-2016 07:06:04 PM
6350,City,55.0,Trip Completed,15-07-2016 06:57:26 PM,Evening,2016-07-15,18,Friday,15-07-2016 08:08:25 PM
1914,Airport,56.0,Trip Completed,12-07-2016 10:42:00 AM,Morning,2016-07-12,10,Tuesday,12-07-2016 11:52:00 AM
3205,City,56.0,Trip Completed,13-07-2016 09:38:10 AM,Morning,2016-07-13,9,Wednesday,13-07-2016 10:49:37 AM
3448,City,56.0,Trip Completed,13-07-2016 04:40:59 PM,Afternoon,2016-07-13,16,Wednesday,13-07-2016 05:35:37 PM
4628,City,56.0,Trip Completed,14-07-2016 11:13:24 AM,Morning,2016-07-14,11,Thursday,14-07-2016 12:05:37 PM
5418,City,56.0,Trip Completed,15-07-2016 02:03:39 AM,Late Night,2016-07-15,2,Friday,15-07-2016 03:13:00 AM
5654,City,56.0,Trip Completed,15-07-2016 06:56:12 AM,Early Morning,2016-07-15,6,Friday,15-07-2016 08:09:48 AM
614,City,57.0,Trip Completed,11-07-2016 11:49:00 AM,Morning,2016-07-11,11,Monday,11-07-2016 12:52:00 PM
1340,City,57.0,Trip Completed,11-07-2016 11:22:00 PM,Night,2016-07-11,23,Monday,11-07-2016 11:55:00 PM
1576,City,57.0,Trip Completed,12-07-2016 06:27:00 AM,Early Morning,2016-07-12,6,Tuesday,12-07-2016 07:41:00 AM
1974,Airport,57.0,Trip Completed,12-07-2016 12:19:00 PM,Afternoon,2016-07-12,12,Tuesday,12-07-2016 01:07:00 PM
2597,City,57.0,Trip Completed,12-07-2016 09:52:00 PM,Night,2016-07-12,21,Tuesday,12-07-2016 10:54:00 PM
4690,City,57.0,Trip Completed,14-07-2016 01:04:08 PM,Afternoon,2016-07-14,13,Thursday,14-07-2016 01:45:06 PM
6267,Airport,57.0,Trip Completed,15-07-2016 06:10:03 PM,Evening,2016-07-15,18,Friday,15-07-2016 06:45:25 PM
660,Airport,58.0,Trip Completed,11-07-2016 12:55:00 PM,Afternoon,2016-07-11,12,Monday,11-07-2016 01:44:00 PM
943,Airport,58.0,Trip Completed,11-07-2016 06:34:00 PM,Evening,2016-07-11,18,Monday,11-07-2016 07:25:00 PM
1445,Airport,58.0,Trip Completed,12-07-2016 04:45:00 AM,Late Night,2016-07-12,4,Tuesday,12-07-2016 06:02:00 AM
3070,City,58.0,Trip Completed,13-07-2016 07:53:05 AM,Early Morning,2016-07-13,7,Wednesday,13-07-2016 08:53:21 AM
3440,City,58.0,Trip Completed,13-07-2016 04:26:57 PM,Afternoon,2016-07-13,16,Wednesday,13-07-2016 05:04:40 PM
4503,City,58.0,Trip Completed,14-07-2016 09:05:45 AM,Morning,2016-07-14,9,Thursday,14-07-2016 09:56:16 AM
4771,Airport,58.0,Trip Completed,14-07-2016 03:57:43 PM,Afternoon,2016-07-14,15,Thursday,14-07-2016 04:25:11 PM
4797,City,58.0,Trip Completed,14-07-2016 04:55:26 PM,Afternoon,2016-07-14,16,Thursday,14-07-2016 05:51:22 PM
4898,Airport,58.0,Trip Completed,14-07-2016 06:02:53 PM,Evening,2016-07-14,18,Thursday,14-07-2016 07:08:17 PM
172,Airport,59.0,Trip Completed,11-07-2016 05:41:00 AM,Early Morning,2016-07-11,5,Monday,11-07-2016 06:19:00 AM
518,City,59.0,Trip Completed,11-07-2016 09:46:00 AM,Morning,2016-07-11,9,Monday,11-07-2016 10:42:00 AM
843,Airport,59.0,Trip Completed,11-07-2016 05:38:00 PM,Evening,2016-07-11,17,Monday,11-07-2016 06:31:00 PM
1070,City,59.0,Trip Completed,11-07-2016 07:58:00 PM,Evening,2016-07-11,19,Monday,11-07-2016 08:58:00 PM
2078,Airport,59.0,Trip Completed,12-07-2016 03:36:00 PM,Afternoon,2016-07-12,15,Tuesday,12-07-2016 04:22:00 PM
5382,City,59.0,Trip Completed,14-07-2016 12:08:01 AM,Late Night,2016-07-14,0,Thursday,14-07-2016 12:42:31 AM
4119,City,59.0,Trip Completed,14-07-2016 04:22:12 AM,Late Night,2016-07-14,4,Thursday,14-07-2016 05:42:08 AM
4623,City,59.0,Trip Completed,14-07-2016 11:00:10 AM,Morning,2016-07-14,11,Thursday,14-07-2016 11:37:46 AM
620,City,60.0,Trip Completed,11-07-2016 12:04:00 PM,Afternoon,2016-07-11,12,Monday,11-07-2016 01:17:00 PM
1286,Airport,60.0,Trip Completed,11-07-2016 10:18:00 PM,Night,2016-07-11,22,Monday,11-07-2016 10:59:00 PM
2482,City,60.0,Trip Completed,12-07-2016 08:45:00 PM,Evening,2016-07-12,20,Tuesday,12-07-2016 09:42:00 PM
3672,Airport,60.0,Trip Completed,13-07-2016 07:28:50 PM,Evening,2016-07-13,19,Wednesday,13-07-2016 08:34:16 PM
3959,City,60.0,Trip Completed,13-07-2016 10:51:04 PM,Night,2016-07-13,22,Wednesday,13-07-2016 11:25:59 PM
4659,City,60.0,Trip Completed,14-07-2016 12:10:38 PM,Afternoon,2016-07-14,12,Thursday,14-07-2016 01:10:26 PM
5060,Airport,60.0,Trip Completed,14-07-2016 07:26:16 PM,Evening,2016-07-14,19,Thursday,14-07-2016 08:02:05 PM
5942,City,60.0,Trip Completed,15-07-2016 10:29:33 AM,Morning,2016-07-15,10,Friday,15-07-2016 11:23:49 AM
1349,Airport,61.0,Trip Completed,11-07-2016 11:41:00 PM,Night,2016-07-11,23,Monday,12-07-2016 12:22:00 AM
2192,Airport,61.0,Trip Completed,12-07-2016 05:44:00 PM,Evening,2016-07-12,17,Tuesday,12-07-2016 06:39:00 PM
2323,City,61.0,Trip Completed,12-07-2016 07:06:00 PM,Evening,2016-07-12,19,Tuesday,12-07-2016 08:17:00 PM
2717,City,61.0,Trip Completed,13-07-2016 02:00:13 AM,Late Night,2016-07-13,2,Wednesday,13-07-2016 02:55:01 AM
3338,Airport,61.0,Trip Completed,13-07-2016 12:36:47 PM,Afternoon,2016-07-13,12,Wednesday,13-07-2016 01:16:34 PM
4475,City,61.0,Trip Completed,14-07-2016 08:44:24 AM,Early Morning,2016-07-14,8,Thursday,14-07-2016 09:25:43 AM
4786,City,61.0,Trip Completed,14-07-2016 04:40:36 PM,Afternoon,2016-07-14,16,Thursday,14-07-2016 05:13:53 PM
5017,City,61.0,Trip Completed,14-07-2016 07:09:05 PM,Evening,2016-07-14,19,Thursday,14-07-2016 08:01:24 PM
5580,City,61.0,Trip Completed,15-07-2016 05:51:48 AM,Early Morning,2016-07-15,5,Friday,15-07-2016 07:08:30 AM
6066,Airport,61.0,Trip Completed,15-07-2016 01:54:34 PM,Afternoon,2016-07-15,13,Friday,15-07-2016 02:44:05 PM
418,City,62.0,Trip Completed,11-07-2016 08:42:00 AM,Early Morning,2016-07-11,8,Monday,11-07-2016 09:24:00 AM
608,Airport,62.0,Trip Completed,11-07-2016 11:57:00 AM,Morning,2016-07-11,11,Monday,11-07-2016 12:48:00 PM
1842,City,62.0,Trip Completed,12-07-2016 09:40:00 AM,Morning,2016-07-12,9,Tuesday,12-07-2016 10:18:00 AM
4004,City,62.0,Trip Completed,13-07-2016 11:40:41 PM,Night,2016-07-13,23,Wednesday,14-07-2016 12:21:38 AM
5791,City,62.0,Trip Completed,15-07-2016 08:35:12 AM,Early Morning,2016-07-15,8,Friday,15-07-2016 09:19:35 AM
6548,Airport,62.0,Trip Completed,15-07-2016 08:56:32 PM,Evening,2016-07-15,20,Friday,15-07-2016 09:45:32 PM
121,Airport,63.0,Trip Completed,11-07-2016 05:13:00 AM,Early Morning,2016-07-11,5,Monday,11-07-2016 06:08:00 AM
571,Airport,63.0,Trip Completed,11-07-2016 10:44:00 AM,Morning,2016-07-11,10,Monday,11-07-2016 11:44:00 AM
2444,Airport,63.0,Trip Completed,12-07-2016 08:23:00 PM,Evening,2016-07-12,20,Tuesday,12-07-2016 09:35:00 PM
2815,City,63.0,Trip Completed,13-07-2016 05:13:32 AM,Early Morning,2016-07-13,5,Wednesday,13-07-2016 05:42:58 AM
3510,Airport,63.0,Trip Completed,13-07-2016 05:42:32 PM,Evening,2016-07-13,17,Wednesday,13-07-2016 06:32:16 PM
5013,City,63.0,Trip Completed,14-07-2016 07:01:56 PM,Evening,2016-07-14,19,Thursday,14-07-2016 07:37:00 PM
5457,City,63.0,Trip Completed,15-07-2016 03:56:41 AM,Late Night,2016-07-15,3,Friday,15-07-2016 04:54:26 AM
5940,City,63.0,Trip Completed,15-07-2016 10:18:26 AM,Morning,2016-07-15,10,Friday,15-07-2016 11:12:53 AM
6197,City,63.0,Trip Completed,15-07-2016 05:24:24 PM,Evening,2016-07-15,17,Friday,15-07-2016 06:05:53 PM
6660,Airport,63.0,Trip Completed,15-07-2016 10:15:00 PM,Night,2016-07-15,22,Friday,15-07-2016 11:14:39 PM
584,Airport,64.0,Trip Completed,11-07-2016 11:14:00 AM,Morning,2016-07-11,11,Monday,11-07-2016 12:25:00 PM
1741,Airport,64.0,Trip Completed,12-07-2016 08:32:00 AM,Early Morning,2016-07-12,8,Tuesday,12-07-2016 09:08:00 AM
2031,City,64.0,Trip Completed,12-07-2016 02:17:00 PM,Afternoon,2016-07-12,14,Tuesday,12-07-2016 02:51:00 PM
3158,Airport,64.0,Trip Completed,13-07-2016 09:07:00 AM,Morning,2016-07-13,9,Wednesday,13-07-2016 10:00:18 AM
3955,Airport,64.0,Trip Completed,13-07-2016 10:56:09 PM,Night,2016-07-13,22,Wednesday,13-07-2016 11:50:55 PM
4384,City,64.0,Trip Completed,14-07-2016 07:49:20 AM,Early Morning,2016-07-14,7,Thursday,14-07-2016 08:54:46 AM
5224,City,64.0,Trip Completed,14-07-2016 09:07:44 PM,Night,2016-07-14,21,Thursday,14-07-2016 10:19:37 PM
5394,Airport,64.0,Trip Completed,15-07-2016 12:47:57 AM,Late Night,2016-07-15,0,Friday,15-07-2016 01:42:51 AM
5511,Airport,64.0,Trip Completed,15-07-2016 05:10:13 AM,Early Morning,2016-07-15,5,Friday,15-07-2016 06:09:36 AM
744,City,65.0,Trip Completed,11-07-2016 03:41:00 PM,Afternoon,2016-07-11,15,Monday,11-07-2016 04:30:00 PM
1634,Airport,65.0,Trip Completed,12-07-2016 07:13:00 AM,Early Morning,2016-07-12,7,Tuesday,12-07-2016 08:04:00 AM
1911,Airport,65.0,Trip Completed,12-07-2016 10:43:00 AM,Morning,2016-07-12,10,Tuesday,12-07-2016 11:41:00 AM
2608,Airport,65.0,Trip Completed,12-07-2016 09:59:00 PM,Night,2016-07-12,21,Tuesday,12-07-2016 10:36:00 PM
3456,Airport,65.0,Trip Completed,13-07-2016 04:59:22 PM,Afternoon,2016-07-13,16,Wednesday,13-07-2016 05:47:12 PM
3561,City,65.0,Trip Completed,13-07-2016 06:14:34 PM,Evening,2016-07-13,18,Wednesday,13-07-2016 06:55:15 PM
5216,Airport,65.0,Trip Completed,14-07-2016 08:56:47 PM,Evening,2016-07-14,20,Thursday,14-07-2016 09:45:04 PM
5573,City,65.0,Trip Completed,15-07-2016 05:48:54 AM,Early Morning,2016-07-15,5,Friday,15-07-2016 06:19:03 AM
5952,Airport,65.0,Trip Completed,15-07-2016 10:42:35 AM,Morning,2016-07-15,10,Friday,15-07-2016 11:20:09 AM
6093,Airport,65.0,Trip Completed,15-07-2016 02:34:33 PM,Afternoon,2016-07-15,14,Friday,15-07-2016 03:30:31 PM
6749,Airport,65.0,Trip Completed,15-07-2016 11:48:42 PM,Night,2016-07-15,23,Friday,16-07-2016 12:36:53 AM
250,Airport,66.0,Trip Completed,11-07-2016 06:29:00 AM,Early Morning,2016-07-11,6,Monday,11-07-2016 07:34:00 AM
781,City,66.0,Trip Completed,11-07-2016 04:40:00 PM,Afternoon,2016-07-11,16,Monday,11-07-2016 05:41:00 PM
1681,Airport,66.0,Trip Completed,12-07-2016 07:53:00 AM,Early Morning,2016-07-12,7,Tuesday,12-07-2016 08:44:00 AM
3924,Airport,66.0,Trip Completed,13-07-2016 10:21:56 PM,Night,2016-07-13,22,Wednesday,13-07-2016 11:04:13 PM
5271,City,66.0,Trip Completed,14-07-2016 09:33:30 PM,Night,2016-07-14,21,Thursday,14-07-2016 10:21:00 PM
5899,Airport,66.0,Trip Completed,15-07-2016 09:55:05 AM,Morning,2016-07-15,9,Friday,15-07-2016 10:23:11 AM
6273,City,66.0,Trip Completed,15-07-2016 06:09:45 PM,Evening,2016-07-15,18,Friday,15-07-2016 07:22:05 PM
630,Airport,67.0,Trip Completed,11-07-2016 12:16:00 PM,Afternoon,2016-07-11,12,Monday,11-07-2016 01:10:00 PM
679,City,67.0,Trip Completed,11-07-2016 01:22:00 PM,Afternoon,2016-07-11,13,Monday,11-07-2016 02:17:00 PM
782,Airport,67.0,Trip Completed,11-07-2016 04:46:00 PM,Afternoon,2016-07-11,16,Monday,11-07-2016 05:27:00 PM
1329,Airport,67.0,Trip Completed,11-07-2016 11:10:00 PM,Night,2016-07-11,23,Monday,11-07-2016 11:45:00 PM
1712,Airport,67.0,Trip Completed,12-07-2016 08:14:00 AM,Early Morning,2016-07-12,8,Tuesday,12-07-2016 09:06:00 AM
2033,City,67.0,Trip Completed,12-07-2016 02:17:00 PM,Afternoon,2016-07-12,14,Tuesday,12-07-2016 02:59:00 PM
3094,Airport,67.0,Trip Completed,13-07-2016 08:21:01 AM,Early Morning,2016-07-13,8,Wednesday,13-07-2016 08:53:34 AM
4709,Airport,67.0,Trip Completed,14-07-2016 01:21:10 PM,Afternoon,2016-07-14,13,Thursday,14-07-2016 02:22:19 PM
4948,Airport,67.0,Trip Completed,14-07-2016 06:28:34 PM,Evening,2016-07-14,18,Thursday,14-07-2016 07:39:52 PM
5597,City,67.0,Trip Completed,15-07-2016 06:04:49 AM,Early Morning,2016-07-15,6,Friday,15-07-2016 07:00:21 AM
6747,City,67.0,Trip Completed,15-07-2016 11:47:37 PM,Night,2016-07-15,23,Friday,16-07-2016 12:58:57 AM
1480,Airport,68.0,Trip Completed,12-07-2016 05:15:00 AM,Early Morning,2016-07-12,5,Tuesday,12-07-2016 06:06:00 AM
2013,City,68.0,Trip Completed,12-07-2016 01:35:00 PM,Afternoon,2016-07-12,13,Tuesday,12-07-2016 02:29:00 PM
2867,Airport,68.0,Trip Completed,13-07-2016 05:45:19 AM,Early Morning,2016-07-13,5,Wednesday,13-07-2016 06:28:32 AM
3377,Airport,68.0,Trip Completed,13-07-2016 02:17:32 PM,Afternoon,2016-07-13,14,Wednesday,13-07-2016 03:01:27 PM
4108,City,68.0,Trip Completed,14-07-2016 03:56:10 AM,Late Night,2016-07-14,3,Thursday,14-07-2016 04:38:59 AM
4368,City,68.0,Trip Completed,14-07-2016 07:38:59 AM,Early Morning,2016-07-14,7,Thursday,14-07-2016 08:11:28 AM
4787,City,68.0,Trip Completed,14-07-2016 04:41:13 PM,Afternoon,2016-07-14,16,Thursday,14-07-2016 05:15:13 PM
93,City,69.0,Trip Completed,11-07-2016 04:53:00 AM,Late Night,2016-07-11,4,Monday,11-07-2016 05:30:00 AM
402,Airport,69.0,Trip Completed,11-07-2016 08:31:00 AM,Early Morning,2016-07-11,8,Monday,11-07-2016 09:02:00 AM
582,City,69.0,Trip Completed,11-07-2016 10:56:00 AM,Morning,2016-07-11,10,Monday,11-07-2016 11:59:00 AM
733,City,69.0,Trip Completed,11-07-2016 03:25:00 PM,Afternoon,2016-07-11,15,Monday,11-07-2016 04:30:00 PM
951,Airport,69.0,Trip Completed,11-07-2016 06:38:00 PM,Evening,2016-07-11,18,Monday,11-07-2016 07:10:00 PM
1889,City,69.0,Trip Completed,12-07-2016 10:14:00 AM,Morning,2016-07-12,10,Tuesday,12-07-2016 11:18:00 AM
2046,Airport,69.0,Trip Completed,12-07-2016 02:40:00 PM,Afternoon,2016-07-12,14,Tuesday,12-07-2016 03:22:00 PM
2664,Airport,69.0,Trip Completed,12-07-2016 11:26:00 PM,Night,2016-07-12,23,Tuesday,13-07-2016 12:01:12 AM
2936,City,69.0,Trip Completed,13-07-2016 06:28:33 AM,Early Morning,2016-07-13,6,Wednesday,13-07-2016 07:42:26 AM
3740,Airport,69.0,Trip Completed,13-07-2016 08:22:06 PM,Evening,2016-07-13,20,Wednesday,13-07-2016 08:55:56 PM
4482,Airport,69.0,Trip Completed,14-07-2016 08:53:30 AM,Early Morning,2016-07-14,8,Thursday,14-07-2016 09:52:26 AM
4718,City,69.0,Trip Completed,14-07-2016 01:41:23 PM,Afternoon,2016-07-14,13,Thursday,14-07-2016 02:20:34 PM
4908,Airport,69.0,Trip Completed,14-07-2016 06:05:13 PM,Evening,2016-07-14,18,Thursday,14-07-2016 06:34:08 PM
6278,Airport,69.0,Trip Completed,15-07-2016 06:13:31 PM,Evening,2016-07-15,18,Friday,15-07-2016 06:55:37 PM
514,City,70.0,Trip Completed,11-07-2016 09:45:00 AM,Morning,2016-07-11,9,Monday,11-07-2016 10:56:00 AM
703,City,70.0,Trip Completed,11-07-2016 02:11:00 PM,Afternoon,2016-07-11,14,Monday,11-07-2016 02:44:00 PM
947,City,70.0,Trip Completed,11-07-2016 06:37:00 PM,Evening,2016-07-11,18,Monday,11-07-2016 07:04:00 PM
2252,City,70.0,Trip Completed,12-07-2016 06:26:00 PM,Evening,2016-07-12,18,Tuesday,12-07-2016 07:00:00 PM
2896,City,70.0,Trip Completed,13-07-2016 05:59:51 AM,Early Morning,2016-07-13,5,Wednesday,13-07-2016 07:13:25 AM
3583,Airport,70.0,Trip Completed,13-07-2016 06:31:39 PM,Evening,2016-07-13,18,Wednesday,13-07-2016 07:25:25 PM
4263,Airport,70.0,Trip Completed,14-07-2016 06:10:32 AM,Early Morning,2016-07-14,6,Thursday,14-07-2016 07:25:59 AM
4398,City,70.0,Trip Completed,14-07-2016 08:03:25 AM,Early Morning,2016-07-14,8,Thursday,14-07-2016 09:01:47 AM
5029,City,70.0,Trip Completed,14-07-2016 07:16:39 PM,Evening,2016-07-14,19,Thursday,14-07-2016 07:49:02 PM
5554,Airport,70.0,Trip Completed,15-07-2016 05:37:40 AM,Early Morning,2016-07-15,5,Friday,15-07-2016 06:10:15 AM
5746,City,70.0,Trip Completed,15-07-2016 07:52:17 AM,Early Morning,2016-07-15,7,Friday,15-07-2016 08:33:38 AM
5986,Airport,70.0,Trip Completed,15-07-2016 11:35:04 AM,Morning,2016-07-15,11,Friday,15-07-2016 12:30:23 PM
6140,Airport,70.0,Trip Completed,15-07-2016 03:54:52 PM,Afternoon,2016-07-15,15,Friday,15-07-2016 04:59:06 PM
6554,City,70.0,Trip Completed,15-07-2016 08:58:09 PM,Evening,2016-07-15,20,Friday,15-07-2016 09:56:10 PM
467,City,71.0,Trip Completed,11-07-2016 09:20:00 AM,Morning,2016-07-11,9,Monday,11-07-2016 10:17:00 AM
615,City,71.0,Trip Completed,11-07-2016 11:54:00 AM,Morning,2016-07-11,11,Monday,11-07-2016 12:43:00 PM
801,Airport,71.0,Trip Completed,11-07-2016 05:11:00 PM,Evening,2016-07-11,17,Monday,11-07-2016 06:24:00 PM
1587,Airport,71.0,Trip Completed,12-07-2016 06:31:00 AM,Early Morning,2016-07-12,6,Tuesday,12-07-2016 07:42:00 AM
1925,City,71.0,Trip Completed,12-07-2016 11:06:00 AM,Morning,2016-07-12,11,Tuesday,12-07-2016 11:51:00 AM
2527,City,71.0,Trip Completed,12-07-2016 09:11:00 PM,Night,2016-07-12,21,Tuesday,12-07-2016 09:53:00 PM
3065,Airport,71.0,Trip Completed,13-07-2016 07:55:48 AM,Early Morning,2016-07-13,7,Wednesday,13-07-2016 08:26:59 AM
5031,Airport,71.0,Trip Completed,14-07-2016 07:12:52 PM,Evening,2016-07-14,19,Thursday,14-07-2016 07:55:35 PM
160,Airport,72.0,Trip Completed,11-07-2016 05:38:00 AM,Early Morning,2016-07-11,5,Monday,11-07-2016 06:34:00 AM
2029,City,72.0,Trip Completed,12-07-2016 02:16:00 PM,Afternoon,2016-07-12,14,Tuesday,12-07-2016 03:09:00 PM
2543,City,72.0,Trip Completed,12-07-2016 09:16:00 PM,Night,2016-07-12,21,Tuesday,12-07-2016 09:53:00 PM
2941,Airport,72.0,Trip Completed,13-07-2016 06:28:03 AM,Early Morning,2016-07-13,6,Wednesday,13-07-2016 07:19:44 AM
4766,City,72.0,Trip Completed,14-07-2016 03:40:51 PM,Afternoon,2016-07-14,15,Thursday,14-07-2016 04:28:14 PM
